user_id,age,country,subscription_type,registration_date,total_watch_time_hours,age_group
U0920,28,Argentina,Premium,2023-05-30,123.9,21-30 years
U0921,31,Colombia,Premium,2023-09-23,502.6,31-40 years
U0922,52,Mexico,Premium,2023-03-05,652.0,51-60 years
U0923,63,Mexico,Standard,2022-03-04,36.3,61-70 years
U0924,22,Chile,Standard,2023-01-15,652.2,21-30 years
U0925,64,Colombia,Premium,2023-05-25,139.3,61-70 years
U0926,65,Mexico,Standard,2024-01-25,454.8,61-70 years
U0927,42,Mexico,Standard,2022-02-24,332.6,41-50 years
U0928,30,Mexico,Basic,2023-07-23,85.6,21-30 years
U0930,40,Mexico,Premium,2024-02-20,767.3,31-40 years
U0931,65,Colombia,Standard,2023-09-01,472.3,61-70 years
U0932,24,Argentina,Premium,2023-06-15,563.8,21-30 years
U0933,53,Argentina,Premium,2023-07-12,748.0,51-60 years
U0934,42,Colombia,Standard,2022-11-01,486.5,41-50 years
U0935,27,Mexico,Standard,2023-02-10,234.1,21-30 years
U0936,21,Peru,Standard,2023-12-11,150.0,21-30 years
U0937,58,Argentina,Standard,2022-11-04,176.1,51-60 years
U0938,59,Mexico,Premium,2023-07-15,445.0,51-60 years
U0939,61,Chile,Standard,2022-02-04,30.6,61-70 years
U0940,21,Mexico,Basic,2023-10-28,69.7,21-30 years
U0941,42,Colombia,Basic,2023-06-21,493.2,41-50 years
U0942,23,Chile,Basic,2023-08-17,85.4,21-30 years
U0943,22,Mexico,Basic,2022-05-30,190.7,21-30 years
U0944,40,Argentina,Standard,2022-02-20,179.5,31-40 years
U0945,48,Argentina,Basic,2024-02-05,119.3,41-50 years
U0946,36,Colombia,Premium,2023-03-26,27.8,31-40 years
U0947,47,Colombia,Premium,2023-05-04,505.3,41-50 years
U0948,22,Peru,Basic,2022-05-25,227.3,21-30 years
U0949,57,Colombia,Standard,2023-08-06,440.0,51-60 years
U0950,61,Mexico,Basic,2022-10-05,164.4,61-70 years
U0951,51,Mexico,Standard,2023-11-24,474.5,51-60 years
U0952,35,Colombia,Basic,2023-03-06,69.9,31-40 years
U0953,35,Chile,Standard,2023-06-01,249.4,31-40 years
U0954,29,Colombia,Premium,2022-06-05,531.8,21-30 years
U0955,50,Peru,Basic,2023-11-23,55.5,41-50 years
U0956,37,Peru,Standard,2023-03-06,522.7,31-40 years
U0957,49,Chile,Basic,2023-01-26,465.9,41-50 years
U0958,38,Mexico,Basic,2024-02-13,235.1,31-40 years
U0959,43,Colombia,Basic,2022-06-21,262.9,41-50 years
U0960,58,Colombia,Standard,2022-07-20,23.9,51-60 years
U0961,21,Argentina,Standard,2022-11-24,142.7,21-30 years
U0962,43,Argentina,Premium,2023-05-04,371.6,41-50 years
U0963,41,Mexico,Premium,2022-10-02,411.1,41-50 years
U0964,51,Peru,Basic,2023-06-30,144.4,51-60 years
U0965,56,Colombia,Standard,2022-08-29,490.5,51-60 years
U0966,57,Argentina,Premium,2022-06-21,128.4,51-60 years
U0967,46,Argentina,Standard,2023-07-28,482.5,41-50 years
U0968,18,Peru,Premium,2022-02-03,185.2,11-20 years
U0969,37,Chile,Standard,2023-07-06,246.8,31-40 years
U0970,37,Argentina,Premium,2022-04-01,33.6,31-40 years
U0971,33,Mexico,Standard,2023-07-22,306.4,31-40 years
U0972,65,Chile,Standard,2023-01-17,250.2,61-70 years
U0973,52,Chile,Basic,2023-09-17,190.9,51-60 years
U0974,44,Mexico,Standard,2022-10-04,313.5,41-50 years
U0975,51,Argentina,Standard,2022-03-28,35.2,51-60 years
U0976,58,Argentina,Basic,2023-01-09,323.9,51-60 years
U0977,49,Colombia,Basic,2022-02-18,260.0,41-50 years
U0978,41,Argentina,Standard,2022-02-01,176.0,41-50 years
U0979,44,Argentina,Standard,2022-05-24,66.7,41-50 years
U0980,45,Colombia,Basic,2022-12-15,60.8,41-50 years
U0981,46,Colombia,Basic,2024-02-26,441.9,41-50 years
U0982,35,Argentina,Basic,2023-11-12,224.5,31-40 years
U0983,37,Mexico,Basic,2023-04-17,162.6,31-40 years
U0984,55,Mexico,Standard,2023-11-24,50.1,51-60 years
U0985,18,Chile,Premium,2023-11-28,806.8,11-20 years
U0986,51,Mexico,Basic,2023-12-05,83.5,51-60 years
U0987,58,Argentina,Basic,2022-04-20,21.2,51-60 years
U0988,32,Peru,Standard,2023-01-07,62.7,31-40 years
U0989,43,Mexico,Basic,2022-08-18,115.7,41-50 years
U0990,43,Mexico,Basic,2022-04-10,67.8,41-50 years
U0991,38,Colombia,Premium,2022-04-24,440.0,31-40 years
U0992,30,Mexico,Basic,2023-03-29,324.7,21-30 years
U0993,30,Chile,Basic,2022-06-18,436.9,21-30 years
U0994,28,Colombia,Standard,2022-06-08,405.2,21-30 years
U0995,42,Colombia,Basic,2022-01-23,389.7,41-50 years
U0996,53,Argentina,Premium,2023-12-15,694.3,51-60 years
U0997,32,Chile,Premium,2022-03-23,777.3,31-40 years
U0998,34,Argentina,Basic,2022-02-08,66.6,31-40 years
U0999,58,Argentina,Basic,2022-10-26,304.2,51-60 years
U1000,31,Argentina,Basic,2022-08-16,454.6,31-40 years
U1001,52,Colombia,Basic,2022-11-03,249.2,51-60 years
U1002,36,Mexico,Premium,2022-01-06,670.0,31-40 years
U1003,28,Argentina,Premium,2023-06-11,620.1,21-30 years
U1004,41,Argentina,Basic,2022-08-19,307.8,41-50 years
U1005,35,Colombia,Basic,2023-03-02,28.3,31-40 years
U1006,52,Mexico,Basic,2022-11-14,310.5,51-60 years
U1007,22,Argentina,Standard,2023-11-29,458.1,21-30 years
U1008,55,Chile,Standard,2022-12-08,143.5,51-60 years
U1009,42,Argentina,Basic,2023-12-18,354.3,41-50 years
U1010,22,Peru,Premium,2022-05-01,736.8,21-30 years
U1011,45,Peru,Basic,2024-01-02,49.9,41-50 years
U1012,29,Mexico,Standard,2023-11-21,259.9,21-30 years
U1013,29,Chile,Standard,2023-09-27,31.0,21-30 years
U1014,19,Mexico,Standard,2022-02-23,333.9,11-20 years
U1015,35,Mexico,Standard,2022-10-02,21.5,31-40 years
U1016,47,Argentina,Basic,2022-01-20,411.5,41-50 years
U1017,46,Argentina,Basic,2023-11-01,466.2,41-50 years
U1018,42,Mexico,Premium,2022-01-16,439.8,41-50 years
U1019,30,Mexico,Standard,2023-12-26,65.1,21-30 years
U1020,45,Peru,Standard,2022-10-17,503.4,41-50 years
U1021,50,Colombia,Premium,2022-11-23,338.0,41-50 years
U1022,33,Mexico,Standard,2022-11-29,208.7,31-40 years
U1023,27,Argentina,Standard,2023-02-07,532.1,21-30 years
U1024,39,Mexico,Basic,2022-05-21,31.9,31-40 years
U1025,19,Colombia,Standard,2023-02-27,484.4,11-20 years
U1026,54,Chile,Standard,2023-09-11,18.0,51-60 years
U1027,62,Peru,Basic,2022-04-11,185.0,61-70 years
U1028,44,Mexico,Basic,2022-06-18,271.8,41-50 years
U1029,42,Argentina,Basic,2022-02-27,239.9,41-50 years
U1030,63,Argentina,Standard,2024-01-31,127.1,61-70 years
U1031,64,Mexico,Standard,2022-01-22,501.6,61-70 years
U1032,42,Colombia,Basic,2022-01-16,123.7,41-50 years
U1033,34,Mexico,Premium,2023-02-16,654.6,31-40 years
U1034,39,Argentina,Standard,2023-04-22,432.6,31-40 years
U1035,52,Mexico,Basic,2023-12-19,307.3,51-60 years
U1036,32,Chile,Basic,2023-06-25,205.8,31-40 years
U1037,44,Chile,Basic,2023-02-24,194.1,41-50 years
U1038,60,Argentina,Basic,2023-09-07,388.9,51-60 years
U1039,56,Chile,Standard,2023-04-07,14.9,51-60 years
U1040,42,Peru,Basic,2022-06-27,338.4,41-50 years
U1041,35,Mexico,Basic,2023-04-10,399.9,31-40 years
U1042,55,Mexico,Premium,2022-09-20,632.1,51-60 years
U1043,55,Argentina,Standard,2023-08-20,531.1,51-60 years
U1044,19,Colombia,Basic,2022-02-16,377.9,11-20 years
U1045,25,Colombia,Basic,2023-10-11,130.8,21-30 years
U1046,24,Peru,Premium,2024-02-21,370.4,21-30 years
U1047,30,Colombia,Basic,2022-09-11,248.1,21-30 years
U1048,23,Mexico,Standard,2023-05-22,659.5,21-30 years
U1049,33,Chile,Basic,2023-03-01,388.3,31-40 years
U1050,54,Argentina,Premium,2022-04-21,720.5,51-60 years
U1051,49,Argentina,Basic,2022-06-23,132.0,41-50 years
U1052,20,Argentina,Basic,2022-09-10,474.2,11-20 years
U1053,60,Chile,Standard,2023-10-29,111.1,51-60 years
U1054,57,Colombia,Basic,2023-02-26,271.3,51-60 years
U1055,60,Mexico,Basic,2023-04-22,304.8,51-60 years
U1056,30,Colombia,Standard,2023-09-06,351.1,21-30 years
U1057,53,Peru,Standard,2022-10-02,532.6,51-60 years
U1058,21,Colombia,Premium,2023-01-11,594.9,21-30 years
U1059,58,Argentina,Basic,2022-06-24,136.1,51-60 years
U1060,47,Argentina,Premium,2022-11-23,166.4,41-50 years
U1061,55,Colombia,Standard,2022-01-16,265.1,51-60 years
U1062,36,Argentina,Basic,2023-04-25,403.0,31-40 years
U1063,35,Colombia,Basic,2022-10-19,235.2,31-40 years
U1064,20,Peru,Basic,2022-02-07,136.4,11-20 years
U1065,22,Mexico,Standard,2022-07-22,499.6,21-30 years
U1066,35,Mexico,Premium,2022-06-28,715.6,31-40 years
U1067,41,Colombia,Standard,2023-02-24,406.3,41-50 years
U1068,27,Chile,Basic,2023-07-12,11.6,21-30 years
U1069,63,Argentina,Basic,2024-01-24,144.6,61-70 years
U1070,41,Mexico,Premium,2024-01-12,843.6,41-50 years
U1071,21,Argentina,Standard,2022-12-10,633.1,21-30 years
U1072,37,Mexico,Premium,2024-01-25,475.8,31-40 years
U1074,24,Mexico,Basic,2022-07-02,441.0,21-30 years
U1075,35,Chile,Standard,2023-11-22,86.2,31-40 years
U1076,22,Colombia,Basic,2023-01-04,367.1,21-30 years
U1077,39,Colombia,Standard,2022-07-02,120.8,31-40 years
U1078,20,Argentina,Standard,2023-02-03,277.4,11-20 years
U1079,23,Chile,Premium,2022-08-06,862.2,21-30 years
U1080,56,Colombia,Basic,2022-07-25,374.6,51-60 years
U1081,36,Colombia,Premium,2022-05-30,223.8,31-40 years
U1082,23,Colombia,Premium,2023-05-31,135.5,21-30 years
U1083,29,Mexico,Standard,2023-01-28,70.9,21-30 years
U1084,49,Colombia,Basic,2023-12-14,91.6,41-50 years
U1085,63,Mexico,Basic,2024-01-01,206.7,61-70 years
U1086,55,Chile,Basic,2023-03-11,340.3,51-60 years
U1087,21,Chile,Standard,2023-12-16,399.1,21-30 years
U1088,46,Chile,Premium,2022-02-16,564.9,41-50 years
U1089,30,Argentina,Basic,2024-02-18,154.8,21-30 years
U1090,34,Colombia,Premium,2022-09-20,735.3,31-40 years
U1091,53,Argentina,Standard,2022-07-25,526.0,51-60 years
U1092,37,Mexico,Standard,2022-03-16,106.4,31-40 years
U1093,47,Chile,Premium,2022-07-29,608.1,41-50 years
U1094,46,Argentina,Basic,2022-12-29,86.3,41-50 years
U1095,38,Colombia,Premium,2023-01-26,290.1,31-40 years
U1096,60,Colombia,Basic,2023-01-13,84.9,51-60 years
U1097,37,Chile,Standard,2023-03-06,54.3,31-40 years
U1098,36,Colombia,Standard,2022-04-16,471.7,31-40 years
U1099,36,Argentina,Standard,2022-12-09,55.6,31-40 years
U1100,37,Argentina,Basic,2022-02-14,149.0,31-40 years
U1101,59,Mexico,Premium,2023-11-27,226.1,51-60 years
U1102,55,Colombia,Basic,2023-08-27,148.3,51-60 years
U1103,51,Mexico,Standard,2023-12-26,428.9,51-60 years
U1104,27,Mexico,Standard,2023-06-21,159.4,21-30 years
U1105,62,Colombia,Standard,2022-03-07,73.4,61-70 years
U1106,42,Mexico,Basic,2024-02-03,314.8,41-50 years
U1107,31,Peru,Premium,2023-02-23,184.1,31-40 years
U1108,20,Chile,Standard,2023-03-13,127.1,11-20 years
U1109,29,Mexico,Basic,2022-12-16,483.7,21-30 years
U1110,64,Chile,Standard,2022-05-04,212.9,61-70 years
U1111,24,Colombia,Basic,2023-02-11,363.2,21-30 years
U1112,22,Colombia,Standard,2023-03-05,200.3,21-30 years
U1113,56,Colombia,Standard,2023-04-17,163.9,51-60 years
U1114,65,Mexico,Basic,2023-05-13,94.9,61-70 years
U1115,40,Mexico,Basic,2022-01-03,275.2,31-40 years
U1116,52,Peru,Premium,2024-02-04,820.7,51-60 years
U1117,62,Mexico,Basic,2022-04-30,145.9,61-70 years
U1118,19,Colombia,Premium,2023-08-27,594.9,11-20 years
U1119,29,Chile,Basic,2022-08-21,547.9,21-30 years
U1120,54,Mexico,Standard,2023-09-28,304.9,51-60 years
U1121,57,Mexico,Premium,2023-08-17,418.9,51-60 years
U1122,54,Mexico,Standard,2023-11-03,317.3,51-60 years
U1123,62,Mexico,Basic,2023-05-26,196.1,61-70 years
U1124,50,Mexico,Premium,2023-04-05,721.5,41-50 years
U1125,36,Peru,Standard,2022-08-03,478.0,31-40 years
U1126,46,Colombia,Basic,2022-03-18,283.8,41-50 years
U1127,47,Peru,Standard,2023-05-18,206.5,41-50 years
U1128,30,Colombia,Premium,2023-09-03,94.4,21-30 years
U1129,49,Colombia,Basic,2022-01-14,27.2,41-50 years
U1130,38,Mexico,Basic,2023-01-17,235.3,31-40 years
U1131,62,Mexico,Basic,2022-10-12,106.1,61-70 years
U1132,57,Argentina,Premium,2024-01-18,240.5,51-60 years
U1133,31,Mexico,Premium,2023-01-25,594.4,31-40 years
U1134,47,Colombia,Basic,2023-11-26,342.2,41-50 years
U1135,30,Peru,Basic,2022-05-30,259.1,21-30 years
U1136,39,Colombia,Standard,2024-01-24,240.7,31-40 years
U1137,22,Colombia,Basic,2023-09-03,218.6,21-30 years
U1138,60,Mexico,Standard,2023-08-16,192.0,51-60 years
U1139,33,Mexico,Standard,2022-07-01,438.1,31-40 years
U1140,42,Colombia,Premium,2024-01-31,534.1,41-50 years
U1141,48,Mexico,Basic,2022-02-20,377.1,41-50 years
U1142,41,Mexico,Basic,2023-09-24,268.6,41-50 years
U1144,62,Argentina,Premium,2023-09-15,681.7,61-70 years
U1145,21,Argentina,Premium,2022-01-16,556.6,21-30 years
U1146,22,Colombia,Basic,2023-12-05,143.8,21-30 years
U1147,36,Argentina,Basic,2022-04-29,111.9,31-40 years
U1148,44,Mexico,Premium,2022-02-07,69.2,41-50 years
U1149,23,Chile,Standard,2022-07-28,217.4,21-30 years
U1150,60,Colombia,Basic,2022-03-18,243.1,51-60 years
U1151,48,Mexico,Premium,2023-11-19,575.0,41-50 years
U1152,37,Chile,Basic,2022-07-30,415.5,31-40 years
U1153,47,Chile,Standard,2023-06-27,234.4,41-50 years
U1154,53,Colombia,Standard,2023-10-30,137.9,51-60 years
U1155,41,Argentina,Basic,2023-11-17,342.7,41-50 years
U1156,61,Mexico,Premium,2023-08-10,464.6,61-70 years
U1157,18,Peru,Basic,2024-02-15,19.8,11-20 years
U1158,29,Colombia,Standard,2023-03-25,150.9,21-30 years
U1159,53,Argentina,Premium,2022-06-21,567.8,51-60 years
U1160,40,Peru,Basic,2022-01-05,289.6,31-40 years
U1161,30,Colombia,Basic,2022-01-04,83.6,21-30 years
U1162,19,Peru,Premium,2023-12-29,554.4,11-20 years
U1163,21,Mexico,Standard,2022-08-03,374.8,21-30 years
U1164,46,Chile,Basic,2022-12-18,319.1,41-50 years
U1165,24,Colombia,Premium,2024-02-08,474.3,21-30 years
U1166,59,Colombia,Basic,2023-05-20,368.4,51-60 years
U1167,52,Colombia,Premium,2022-10-04,614.1,51-60 years
U1168,25,Mexico,Basic,2022-07-20,67.2,21-30 years
U1169,52,Chile,Basic,2022-10-26,331.3,51-60 years
U1170,55,Colombia,Standard,2022-07-16,352.3,51-60 years
U1171,53,Mexico,Standard,2022-08-26,126.6,51-60 years
U1172,36,Chile,Standard,2022-04-18,552.3,31-40 years
U1173,32,Chile,Basic,2023-07-05,344.2,31-40 years
U1174,52,Mexico,Basic,2023-05-01,199.8,51-60 years
U1175,54,Chile,Basic,2024-02-22,53.8,51-60 years
U1176,56,Chile,Premium,2023-06-02,186.6,51-60 years
U1177,52,Argentina,Premium,2022-01-14,163.9,51-60 years
U1178,64,Mexico,Standard,2023-06-27,536.1,61-70 years
U1179,63,Chile,Standard,2023-01-21,137.7,61-70 years
U1180,46,Argentina,Basic,2023-11-11,42.4,41-50 years
U1181,63,Mexico,Basic,2023-05-24,202.7,61-70 years
U1182,52,Mexico,Premium,2022-06-28,130.7,51-60 years
U1183,40,Mexico,Standard,2022-12-29,394.1,31-40 years
U1184,36,Colombia,Basic,2024-01-27,175.3,31-40 years
U1185,24,Chile,Standard,2023-09-20,502.0,21-30 years
U1186,53,Mexico,Standard,2022-05-06,270.3,51-60 years
U1187,49,Mexico,Basic,2022-05-08,324.0,41-50 years
U1188,64,Argentina,Basic,2023-04-30,278.2,61-70 years
U1189,18,Peru,Basic,2022-03-26,188.1,11-20 years
U1190,40,Argentina,Standard,2023-05-26,263.0,31-40 years
U1191,31,Colombia,Standard,2022-07-08,531.7,31-40 years
U1192,28,Argentina,Premium,2023-03-31,130.2,21-30 years
U1193,36,Mexico,Standard,2022-09-01,453.9,31-40 years
U1194,33,Argentina,Standard,2023-10-02,277.4,31-40 years
U1195,44,Argentina,Basic,2022-11-12,66.4,41-50 years
U1196,31,Mexico,Standard,2022-09-24,597.9,31-40 years
U1197,47,Mexico,Standard,2023-07-14,105.3,41-50 years
U1198,21,Argentina,Basic,2023-08-06,252.2,21-30 years
U1199,28,Mexico,Basic,2022-11-10,422.1,21-30 years
U1200,50,Mexico,Standard,2022-12-07,527.2,41-50 years
U1201,35,Argentina,Premium,2023-11-08,707.8,31-40 years
U1202,44,Colombia,Basic,2022-05-30,75.6,41-50 years
U1203,65,Mexico,Basic,2023-03-12,83.4,61-70 years
U1204,58,Chile,Basic,2023-07-30,174.4,51-60 years
U1205,19,Chile,Basic,2023-01-27,413.5,11-20 years
U1206,64,Chile,Basic,2023-08-17,257.5,61-70 years
U1207,52,Mexico,Standard,2022-09-27,29.9,51-60 years
U1208,64,Mexico,Basic,2022-07-11,207.6,61-70 years
U1209,61,Mexico,Basic,2022-03-01,67.4,61-70 years
U1210,25,Mexico,Standard,2022-05-18,596.3,21-30 years
U1211,34,Peru,Basic,2022-05-31,241.2,31-40 years
U1212,27,Colombia,Basic,2024-02-02,74.4,21-30 years
U1213,61,Mexico,Standard,2023-01-08,513.1,61-70 years
U1214,52,Mexico,Standard,2023-04-17,291.9,51-60 years
U1215,56,Mexico,Premium,2023-11-27,455.0,51-60 years
U1216,23,Argentina,Standard,2022-02-14,608.7,21-30 years
U1217,41,Argentina,Basic,2024-02-08,99.1,41-50 years
U1218,65,Chile,Basic,2023-03-31,276.8,61-70 years
U1219,47,Chile,Standard,2022-02-01,71.3,41-50 years
U1220,42,Peru,Basic,2022-09-10,254.6,41-50 years
U1221,45,Peru,Standard,2023-06-04,508.2,41-50 years
U1222,19,Mexico,Basic,2023-03-15,383.0,11-20 years
U1223,64,Argentina,Basic,2023-05-19,282.2,61-70 years
U1224,51,Argentina,Standard,2022-11-20,390.4,51-60 years
U1225,61,Mexico,Standard,2023-04-20,427.0,61-70 years
U1226,22,Argentina,Basic,2023-07-21,182.5,21-30 years
U1227,58,Argentina,Basic,2023-09-15,362.9,51-60 years
U1228,46,Chile,Basic,2022-07-04,489.4,41-50 years
U1229,27,Colombia,Standard,2022-04-13,352.1,21-30 years
U1230,52,Chile,Standard,2022-10-31,153.4,51-60 years
U1231,65,Argentina,Standard,2023-09-16,488.6,61-70 years
U1232,44,Mexico,Standard,2023-12-12,57.2,41-50 years
U1233,48,Mexico,Standard,2023-07-15,215.1,41-50 years
U1234,49,Mexico,Standard,2022-07-01,189.2,41-50 years
U1235,42,Argentina,Premium,2022-04-13,610.0,41-50 years
U1236,46,Argentina,Premium,2022-03-14,368.7,41-50 years
U1237,20,Colombia,Basic,2022-07-14,425.1,11-20 years
U1238,53,Chile,Standard,2023-04-01,222.9,51-60 years
U1239,42,Colombia,Premium,2022-01-26,551.2,41-50 years
U1240,50,Mexico,Basic,2022-05-10,62.5,41-50 years
U1241,27,Mexico,Standard,2024-02-11,114.7,21-30 years
U1242,56,Mexico,Premium,2023-02-03,429.6,51-60 years
U1243,46,Argentina,Premium,2023-12-29,501.7,41-50 years
U1245,24,Colombia,Standard,2022-02-24,203.6,21-30 years
U1246,53,Argentina,Standard,2023-07-01,137.2,51-60 years
U1247,31,Colombia,Standard,2022-12-02,271.5,31-40 years
U1248,42,Mexico,Premium,2022-09-18,549.1,41-50 years
U1249,59,Chile,Standard,2023-04-16,436.0,51-60 years
U1250,62,Mexico,Premium,2023-12-20,683.2,61-70 years
U1251,61,Mexico,Premium,2023-04-03,91.5,61-70 years
U1252,37,Mexico,Premium,2023-02-20,517.6,31-40 years
U1253,60,Chile,Standard,2023-01-23,234.6,51-60 years
U1254,32,Argentina,Premium,2023-08-14,844.7,31-40 years
U1255,21,Peru,Basic,2023-01-27,505.4,21-30 years
U1256,54,Mexico,Premium,2024-01-30,745.7,51-60 years
U1257,54,Argentina,Basic,2022-12-06,249.3,51-60 years
U1258,57,Colombia,Basic,2022-09-22,105.8,51-60 years
U1259,59,Mexico,Standard,2022-10-17,94.4,51-60 years
U1260,53,Argentina,Standard,2022-01-23,79.2,51-60 years
U1261,37,Chile,Basic,2022-03-07,363.0,31-40 years
U1262,26,Colombia,Basic,2022-01-29,227.8,21-30 years
U1263,57,Argentina,Standard,2023-12-17,77.1,51-60 years
U1264,33,Colombia,Premium,2022-04-20,171.5,31-40 years
U1265,42,Colombia,Premium,2023-03-24,718.7,41-50 years
U1266,23,Argentina,Premium,2024-01-17,871.6,21-30 years
U1267,34,Chile,Basic,2023-06-17,285.8,31-40 years
U1268,55,Argentina,Basic,2023-10-20,411.1,51-60 years
U1269,62,Mexico,Basic,2022-01-10,273.2,61-70 years
U1270,44,Colombia,Standard,2023-08-26,169.9,41-50 years
U1271,44,Peru,Standard,2023-10-09,56.9,41-50 years
U1272,27,Colombia,Standard,2022-03-30,604.5,21-30 years
U1273,61,Colombia,Premium,2022-09-04,592.1,61-70 years
U1274,55,Mexico,Basic,2023-09-11,278.4,51-60 years
U1275,64,Mexico,Premium,2022-10-21,889.3,61-70 years
U1276,54,Mexico,Premium,2022-09-10,139.0,51-60 years
U1277,34,Mexico,Basic,2022-03-31,427.8,31-40 years
U1278,29,Chile,Standard,2023-12-31,36.2,21-30 years
U1279,64,Colombia,Basic,2022-12-28,404.5,61-70 years
U1280,23,Chile,Basic,2022-04-26,423.4,21-30 years
U1281,51,Chile,Standard,2024-02-20,452.5,51-60 years
U1282,65,Argentina,Basic,2023-01-19,413.3,61-70 years
U1283,52,Mexico,Standard,2023-10-04,440.5,51-60 years
U1284,40,Argentina,Standard,2022-01-24,383.9,31-40 years
U1285,42,Argentina,Standard,2023-10-06,207.1,41-50 years
U1286,56,Mexico,Basic,2023-02-28,415.2,51-60 years
U1287,31,Argentina,Basic,2022-04-24,301.9,31-40 years
U1288,46,Mexico,Basic,2023-12-24,80.3,41-50 years
U1289,41,Mexico,Basic,2023-09-17,58.5,41-50 years
U1290,47,Chile,Standard,2022-04-18,526.8,41-50 years
U1291,31,Colombia,Basic,2022-07-18,81.6,31-40 years
U1292,42,Chile,Basic,2023-07-25,338.3,41-50 years
U1293,33,Chile,Basic,2023-03-12,196.2,31-40 years
U1294,63,Chile,Basic,2022-09-07,178.8,61-70 years
U1295,43,Colombia,Basic,2023-03-11,351.3,41-50 years
U1296,27,Argentina,Basic,2022-07-24,124.3,21-30 years
U1297,18,Chile,Basic,2022-04-22,359.2,11-20 years
U1298,22,Mexico,Basic,2024-02-24,25.1,21-30 years
U1299,45,Argentina,Standard,2023-01-06,564.9,41-50 years
U1300,32,Chile,Basic,2023-04-22,350.3,31-40 years
U1301,53,Colombia,Basic,2022-07-28,433.5,51-60 years
U1302,53,Colombia,Basic,2023-06-01,254.6,51-60 years
U1303,56,Colombia,Basic,2022-04-11,213.7,51-60 years
U1304,35,Argentina,Standard,2023-10-25,68.3,31-40 years
U1305,40,Colombia,Basic,2022-09-28,358.2,31-40 years
U1306,34,Chile,Premium,2023-08-15,828.9,31-40 years
U1307,27,Colombia,Basic,2023-09-06,19.4,21-30 years
U1308,41,Chile,Basic,2022-11-12,57.9,41-50 years
U1309,51,Peru,Basic,2022-01-28,107.7,51-60 years
U1310,45,Peru,Standard,2024-01-01,577.0,41-50 years
U1311,52,Chile,Basic,2022-12-08,153.5,51-60 years
U1312,23,Argentina,Standard,2024-02-15,356.2,21-30 years
U1313,53,Colombia,Standard,2023-03-25,497.4,51-60 years
U1314,65,Chile,Standard,2022-12-13,293.8,61-70 years
U1315,20,Chile,Standard,2023-12-17,528.3,11-20 years
U1316,24,Mexico,Premium,2023-06-02,637.3,21-30 years
U1317,27,Mexico,Basic,2022-05-03,54.5,21-30 years
U1318,37,Peru,Standard,2023-01-24,367.8,31-40 years
U1319,62,Mexico,Standard,2023-03-14,20.9,61-70 years
U1320,58,Colombia,Basic,2022-09-25,171.7,51-60 years
U1321,59,Chile,Basic,2023-08-19,57.1,51-60 years
U1322,43,Peru,Premium,2022-07-25,201.5,41-50 years
U1323,45,Argentina,Basic,2023-07-24,245.9,41-50 years
U1324,50,Chile,Basic,2022-12-17,258.7,41-50 years
U1325,48,Argentina,Basic,2023-02-05,231.7,41-50 years
U1326,41,Chile,Premium,2023-10-10,415.2,41-50 years
U1327,45,Colombia,Standard,2022-10-27,321.2,41-50 years
U1328,41,Mexico,Basic,2022-10-23,263.6,41-50 years
U1329,47,Argentina,Basic,2022-05-12,463.6,41-50 years
U1330,26,Chile,Premium,2022-08-12,540.1,21-30 years
U1331,32,Mexico,Standard,2023-07-10,408.5,31-40 years
U1332,58,Argentina,Premium,2022-09-18,132.0,51-60 years
U1333,45,Mexico,Basic,2023-11-15,58.3,41-50 years
U1334,38,Chile,Standard,2022-04-08,269.7,31-40 years
U1335,61,Mexico,Premium,2023-12-22,512.8,61-70 years
U1336,42,Peru,Standard,2022-11-12,570.7,41-50 years
U1337,45,Peru,Premium,2022-02-06,782.5,41-50 years
U1338,56,Mexico,Standard,2023-05-22,120.7,51-60 years
U1339,34,Argentina,Standard,2024-02-25,420.4,31-40 years
U1340,30,Colombia,Standard,2023-11-12,355.6,21-30 years
U1341,38,Mexico,Standard,2023-04-29,567.9,31-40 years
U1342,40,Mexico,Standard,2022-12-12,510.5,31-40 years
U1343,54,Mexico,Standard,2022-05-06,53.1,51-60 years
U1344,31,Colombia,Standard,2022-02-09,561.4,31-40 years
U1345,63,Chile,Standard,2023-08-09,65.4,61-70 years
U1346,21,Argentina,Standard,2023-11-05,81.1,21-30 years
U1347,48,Chile,Premium,2022-03-03,96.4,41-50 years
U1348,18,Mexico,Basic,2022-09-04,405.6,11-20 years
U1349,26,Peru,Standard,2023-03-25,426.8,21-30 years
U1350,26,Mexico,Basic,2023-02-11,388.6,21-30 years
U1351,22,Mexico,Premium,2022-02-17,825.4,21-30 years
U1352,18,Mexico,Basic,2023-07-17,251.3,11-20 years
U1353,36,Mexico,Standard,2023-08-07,71.5,31-40 years
U1354,37,Colombia,Basic,2024-01-12,172.6,31-40 years
U1355,53,Argentina,Premium,2023-11-16,457.6,51-60 years
U1356,60,Peru,Standard,2022-06-23,433.1,51-60 years
U1357,36,Colombia,Basic,2023-11-20,498.8,31-40 years
U1358,64,Chile,Premium,2024-01-14,570.6,61-70 years
U1359,61,Argentina,Standard,2023-11-16,58.7,61-70 years
U1360,65,Argentina,Standard,2022-01-28,372.4,61-70 years
U1361,34,Mexico,Basic,2023-07-27,444.9,31-40 years
U1362,48,Argentina,Standard,2022-02-26,114.8,41-50 years
